primaryIdentifier,symbol,name,description,chr,start,end,n_go,go_terms
Zm00030ab147320,,,Hexosyltransferase,chr3,183130854,183132731,11,"GO:0005794 | Golgi apparatus | cellular_component; GO:0009834 | plant-type secondary cell wall biogenesis | biological_process; GO:0010413 | glucuronoxylan metabolic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016747 | acyltransferase activity, transferring groups other than amino-acyl groups | molecular_function; GO:0016757 | glycosyltransferase activity | molecular_function; GO:0031984 | organelle subcompartment | cellular_component; GO:0045492 | xylan biosynthetic process | biological_process; GO:0046872 | metal ion binding | molecular_function; GO:0071555 | cell wall organization | biological_process; GO:0098588 | bounding membrane of organelle | cellular_component"
Zm00029ab151820,,,DNA polymerase,chr3,183134435,183151780,19,"GO:0000428 | DNA-directed RNA polymerase complex | cellular_component; GO:0003677 | DNA binding | molecular_function; GO:0003682 | chromatin binding | molecular_function; GO:0003887 | DNA-directed DNA polymerase activity | molecular_function; GO:0003896 | DNA primase activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006260 | DNA replication | biological_process; GO:0009965 | leaf morphogenesis | biological_process; GO:0017076 | purine nucleotide binding | molecular_function; GO:0019103 | pyrimidine nucleotide binding | molecular_function; GO:0022616 | DNA strand elongation | biological_process; GO:0030894 | replisome | cellular_component; GO:0032774 | RNA biosynthetic process | biological_process; GO:0042575 | DNA polymerase complex | cellular_component; GO:0046872 | metal ion binding | molecular_function; GO:0051539 | 4 iron, 4 sulfur cluster binding | molecular_function; GO:0070013 | intracellular organelle lumen | cellular_component; GO:0071897 | DNA biosynthetic process | biological_process; GO:1903047 | mitotic cell cycle process | biological_process"
Zm00032ab150980,LOC103644157,,Aldehyde oxidase2,chr3,183136828,183139060,4,GO:0005506 | iron ion binding | molecular_function; GO:0016491 | oxidoreductase activity | molecular_function; GO:0051536 | iron-sulfur cluster binding | molecular_function; GO:0071949 | FAD binding | molecular_function
Zm00042ab152220,,,Transcription factor DIVARICATA,chr3,183138498,183140278,5,GO:0003677 | DNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006511 | ubiquitin-dependent protein catabolic process | biological_process; GO:0016567 | protein ubiquitination | biological_process; GO:0061630 | ubiquitin protein ligase activity | molecular_function
Zm00032ab150990,,,Senescence regulator,chr3,183141553,183142788,2,GO:0016301 | kinase activity | molecular_function; GO:0016310 | phosphorylation | biological_process
Zm00026ab147830,,,Aldehyde oxidase2,chr3,183141595,183143114,4,GO:0005506 | iron ion binding | molecular_function; GO:0016491 | oxidoreductase activity | molecular_function; GO:0051536 | iron-sulfur cluster binding | molecular_function; GO:0071949 | FAD binding | molecular_function
Zm00018ab153440,,,40S ribosomal protein S23,chr3,183142039,183143920,5,GO:0003735 | structural constituent of ribosome | molecular_function; GO:0006412 | translation | biological_process; GO:0015935 | small ribosomal subunit | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0022626 | cytosolic ribosome | cellular_component
Zm00032ab151000,,,Sorting nexin 1,chr3,183142886,183147097,9,GO:0005771 | multivesicular body | cellular_component; GO:0005829 | cytosol | cellular_component; GO:0006623 | protein targeting to vacuole | biological_process; GO:0006896 | Golgi to vacuole transport | biological_process; GO:0009958 | positive gravitropism | biological_process; GO:0010252 | auxin homeostasis | biological_process; GO:0030904 | retromer complex | cellular_component; GO:0035091 | phosphatidylinositol binding | molecular_function; GO:0048364 | root development | biological_process
Zm00035ab152310,,,Laccase,chr3,183143389,183147701,6,GO:0005507 | copper ion binding | molecular_function; GO:0009505 | plant-type cell wall | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0046274 | lignin catabolic process | biological_process; GO:0048046 | apoplast | cellular_component; GO:0052716 | hydroquinone:oxygen oxidoreductase activity | molecular_function
Zm00027ab149750,,,RING-CH-type domain-containing protein,chr3,183146287,183150467,5,GO:0008270 | zinc ion binding | molecular_function; GO:0009055 | electron transfer activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0020037 | heme binding | molecular_function; GO:0022900 | electron transport chain | biological_process
Zm00026ab147840,,,Senescence regulator,chr3,183146429,183147503,2,GO:0016301 | kinase activity | molecular_function; GO:0016310 | phosphorylation | biological_process
Zm00026ab147850,,,Sorting nexin 1,chr3,183147711,183151865,8,GO:0005768 | endosome | cellular_component; GO:0006623 | protein targeting to vacuole | biological_process; GO:0006896 | Golgi to vacuole transport | biological_process; GO:0009958 | positive gravitropism | biological_process; GO:0010252 | auxin homeostasis | biological_process; GO:0030904 | retromer complex | cellular_component; GO:0035091 | phosphatidylinositol binding | molecular_function; GO:0048364 | root development | biological_process
Zm00021ab149030,,,Alpha-1,chr3,183150116,183157107,13,GO:0005737 | cytoplasm | cellular_component; GO:0005975 | carbohydrate metabolic process | biological_process; GO:0006112 | energy reserve metabolic process | biological_process; GO:0008184 | glycogen phosphorylase activity | molecular_function; GO:0009057 | macromolecule catabolic process | biological_process; GO:0009414 | response to water deprivation | biological_process; GO:0030170 | pyridoxal phosphate binding | molecular_function; GO:0043231 | intracellular membrane-bounded organelle | cellular_component; GO:0044248 | cellular catabolic process | biological_process; GO:0044260 | cellular macromolecule metabolic process | biological_process; GO:0046686 | response to cadmium ion | biological_process; GO:0102250 | linear malto-oligosaccharide phosphorylase activity | molecular_function; GO:0102499 | SHG alpha-glucan phosphorylase activity | molecular_function
Zm00035ab152320,,,Laccase,chr3,183150472,183153619,5,GO:0005507 | copper ion binding | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0046274 | lignin catabolic process | biological_process; GO:0048046 | apoplast | cellular_component; GO:0052716 | hydroquinone:oxygen oxidoreductase activity | molecular_function
Zm00032ab151010,,,Abhydrolase domain-containing protein IMO32,chr3,183152065,183155181,7,GO:0003735 | structural constituent of ribosome | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005739 | mitochondrion | cellular_component; GO:0005840 | ribosome | cellular_component; GO:0006412 | translation | biological_process; GO:0009820 | alkaloid metabolic process | biological_process; GO:0016787 | hydrolase activity | molecular_function
Zm00029ab151840,,,S-acyltransferase,chr3,183154700,183161347,9,GO:0005783 | endoplasmic reticulum | cellular_component; GO:0005794 | Golgi apparatus | cellular_component; GO:0005886 | plasma membrane | cellular_component; GO:0006612 | protein targeting to membrane | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016491 | oxidoreductase activity | molecular_function; GO:0018231 | peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine | biological_process; GO:0018345 | protein palmitoylation | biological_process; GO:0019706 | protein-cysteine S-palmitoyltransferase activity | molecular_function
Zm00038ab149990,,,,chr3,183156236,183180622,3,GO:0003677 | DNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process
Zm00026ab147860,,,AB hydrolase-1 domain-containing protein,chr3,183156846,183159646,7,GO:0003729 | mRNA binding | molecular_function; GO:0003735 | structural constituent of ribosome | molecular_function; GO:0005737 | cytoplasm | cellular_component; GO:0005840 | ribosome | cellular_component; GO:0006412 | translation | biological_process; GO:0009820 | alkaloid metabolic process | biological_process; GO:0016787 | hydrolase activity | molecular_function
Zm00027ab149770,,,,chr3,183156979,183162652,12,GO:0005802 | trans-Golgi network | cellular_component; GO:0005887 | integral component of plasma membrane | cellular_component; GO:0006665 | sphingolipid metabolic process | biological_process; GO:0006952 | defense response | biological_process; GO:0030173 | integral component of Golgi membrane | cellular_component; GO:0030176 | integral component of endoplasmic reticulum membrane | cellular_component; GO:0033188 | sphingomyelin synthase activity | molecular_function; GO:0043604 | amide biosynthetic process | biological_process; GO:0045140 | inositol phosphoceramide synthase activity | molecular_function; GO:0046467 | membrane lipid biosynthetic process | biological_process; GO:0047493 | ceramide cholinephosphotransferase activity | molecular_function; GO:1901566 | organonitrogen compound biosynthetic process | biological_process
Zm00021ab149040,,,Steroid 5-alpha-reductase DET2,chr3,183157935,183159463,9,GO:0003865 | 3-oxo-5-alpha-steroid 4-dehydrogenase activity | molecular_function; GO:0009917 | sterol 5-alpha reductase activity | molecular_function; GO:0010268 | brassinosteroid homeostasis | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016132 | brassinosteroid biosynthetic process | biological_process; GO:0047751 | cholestenone 5-alpha-reductase activity | molecular_function; GO:0050213 | progesterone 5-alpha-reductase activity | molecular_function; GO:0090377 | seed trichome initiation | biological_process; GO:0090378 | seed trichome elongation | biological_process
Zm00025ab152850,,,Auxin transporter-like protein 1,chr3,183158064,183164511,9,GO:0005886 | plasma membrane | cellular_component; GO:0006865 | amino acid transport | biological_process; GO:0009734 | auxin-activated signaling pathway | biological_process; GO:0010328 | auxin influx transmembrane transporter activity | molecular_function; GO:0015293 | symporter activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0048829 | root cap development | biological_process; GO:0055085 | transmembrane transport | biological_process; GO:0060919 | auxin import into cell | biological_process
Zm00022ab148620,,,Zinc finger protein WIP5,chr3,183159336,183161791,6,GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0016301 | kinase activity | molecular_function; GO:0016310 | phosphorylation | biological_process; GO:0048856 | anatomical structure development | biological_process
