primaryIdentifier,symbol,name,description,chr,start,end,n_go,go_terms
Zm00042ab331380,,,Subtilisin-like protease,chr7,135678829,135687443,10,GO:0003872 | 6-phosphofructokinase activity | molecular_function; GO:0003924 | GTPase activity | molecular_function; GO:0004252 | serine-type endopeptidase activity | molecular_function; GO:0005525 | GTP binding | molecular_function; GO:0005615 | extracellular space | cellular_component; GO:0006002 | fructose 6-phosphate metabolic process | biological_process; GO:0006508 | proteolysis | biological_process; GO:0009610 | response to symbiotic fungus | biological_process; GO:0046872 | metal ion binding | molecular_function; GO:0061615 | glycolytic process through fructose-6-phosphate | biological_process
Zm00021ab322660,,,Tetraketide alpha-pyrone reductase 1,chr7,135683410,135695757,2,"GO:0016616 | oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor | molecular_function; GO:0080110 | sporopollenin biosynthetic process | biological_process"
Zm00024ab322990,,,Heavy metal-associated isoprenylated plant protein 41,chr7,135683933,135689161,7,GO:0000976 | transcription cis-regulatory region binding | molecular_function; GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005737 | cytoplasm | cellular_component; GO:0045893 | positive regulation of DNA-templated transcription | biological_process; GO:0070042 | rRNA (uridine-N3-)-methyltransferase activity | molecular_function; GO:0070475 | rRNA base methylation | biological_process
Zm00030ab318200,,,WIYLD domain-containing protein,chr7,135686433,135690019,2,GO:0018024 | histone-lysine N-methyltransferase activity | molecular_function; GO:0034968 | histone lysine methylation | biological_process
Zm00034ab339030,,,Pentatricopeptide repeat-containing protein mitochondrial,chr7,135689503,135692591,4,GO:0003677 | DNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0016021 | integral component of membrane | cellular_component
Zm00034ab339040,,,Editing factor,chr7,135693344,135695577,16,"GO:0004519 | endonuclease activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005739 | mitochondrion | cellular_component; GO:0006400 | tRNA modification | biological_process; GO:0008168 | methyltransferase activity | molecular_function; GO:0008422 | beta-glucosidase activity | molecular_function; GO:0009251 | glucan catabolic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0032259 | methylation | biological_process; GO:0032508 | DNA duplex unwinding | biological_process; GO:0044260 | cellular macromolecule metabolic process | biological_process; GO:0070013 | intracellular organelle lumen | cellular_component; GO:0080156 | mitochondrial mRNA modification | biological_process; GO:0090305 | nucleic acid phosphodiester bond hydrolysis | biological_process; GO:0140640 | catalytic activity, acting on a nucleic acid | molecular_function; GO:0140657 | ATP-dependent activity | molecular_function"
Zm00027ab322310,,,putative quinone-oxidoreductase homolog,chr7,135695675,135700188,9,GO:0005515 | protein binding | molecular_function; GO:0005773 | vacuole | cellular_component; GO:0005794 | Golgi apparatus | cellular_component; GO:0005829 | cytosol | cellular_component; GO:0005886 | plasma membrane | cellular_component; GO:0009528 | plastid inner membrane | cellular_component; GO:0009535 | chloroplast thylakoid membrane | cellular_component; GO:0009941 | chloroplast envelope | cellular_component; GO:0016491 | oxidoreductase activity | molecular_function
Zm00021ab322670,,,Pentatricopeptide repeat-containing protein mitochondrial,chr7,135696780,135702854,3,GO:0003677 | DNA binding | molecular_function; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0016021 | integral component of membrane | cellular_component
Zm00038ab324880,,,NAC domain-containing protein,chr7,135697066,135701080,3,GO:0003677 | DNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process
Zm00034ab339050,,,Chaperone protein dnaJ 10,chr7,135698219,135704939,3,GO:0005783 | endoplasmic reticulum | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0016405 | CoA-ligase activity | molecular_function
Zm00035ab329250,,,WPP domain-interacting protein 2,chr7,135698475,135701840,1,GO:0016021 | integral component of membrane | cellular_component
Zm00001eb315970,,,Movement protein binding protein 2C,chr7,135700566,135703813,2,GO:0008017 | microtubule binding | molecular_function; GO:0010497 | plasmodesmata-mediated intercellular transport | biological_process
100282915,LOC100282915,LOC100282915,TMV-MP30 binding protein 2C,chr7,135700638,135703660,2,GO:0008017 | microtubule binding | molecular_function; GO:0010497 | plasmodesmata-mediated intercellular transport | biological_process
Zm00025ab329640,,,Type II inositol polyphosphate 5-phosphatase 15,chr7,135700952,135707131,10,GO:0003735 | structural constituent of ribosome | molecular_function; GO:0004519 | endonuclease activity | molecular_function; GO:0004527 | exonuclease activity | molecular_function; GO:0005840 | ribosome | cellular_component; GO:0006412 | translation | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016791 | phosphatase activity | molecular_function; GO:0046855 | inositol phosphate dephosphorylation | biological_process; GO:0046856 | phosphatidylinositol dephosphorylation | biological_process; GO:0090305 | nucleic acid phosphodiester bond hydrolysis | biological_process
Zm00026ab320610,,,PREDICTED,chr7,135702221,135708126,3,GO:0000786 | nucleosome | cellular_component; GO:0003677 | DNA binding | molecular_function; GO:0046982 | protein heterodimerization activity | molecular_function
Zm00040ab337860,,,Putative mitochondrial adenine nucleotide transporter BTL1,chr7,135702971,135706988,5,GO:0015711 | organic anion transport | biological_process; GO:0015748 | organophosphate ester transport | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0055085 | transmembrane transport | biological_process; GO:0071705 | nitrogen compound transport | biological_process
Zm00027ab322330,,,UDP-glucuronate 4-epimerase 6,chr7,135705245,135707293,2,GO:0003824 | catalytic activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component
Zm00021ab322680,,,J domain-containing protein,chr7,135705496,135712219,2,GO:0016021 | integral component of membrane | cellular_component; GO:0016405 | CoA-ligase activity | molecular_function
Zm00026ab320620,,,IRK-interacting protein,chr7,135705874,135708876,1,GO:0006457 | protein folding | biological_process
Zm00025ab329650,,,DNA topoisomerase,chr7,135709296,135725929,7,"GO:0003677 | DNA binding | molecular_function; GO:0003729 | mRNA binding | molecular_function; GO:0003917 | DNA topoisomerase type I (single strand cut, ATP-independent) activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006265 | DNA topological change | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0046872 | metal ion binding | molecular_function"
Zm00018ab332630,,,Chitinase,chr7,135711191,135712960,20,GO:0000272 | polysaccharide catabolic process | biological_process; GO:0001708 | cell fate specification | biological_process; GO:0004568 | chitinase activity | molecular_function; GO:0005794 | Golgi apparatus | cellular_component; GO:0006032 | chitin catabolic process | biological_process; GO:0006952 | defense response | biological_process; GO:0008061 | chitin binding | molecular_function; GO:0009408 | response to heat | biological_process; GO:0009414 | response to water deprivation | biological_process; GO:0009651 | response to salt stress | biological_process; GO:0009735 | response to cytokinin | biological_process; GO:0009825 | multidimensional cell growth | biological_process; GO:0010053 | root epidermal cell differentiation | biological_process; GO:0010167 | response to nitrate | biological_process; GO:0010337 | regulation of salicylic acid metabolic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016998 | cell wall macromolecule catabolic process | biological_process; GO:0030244 | cellulose biosynthetic process | biological_process; GO:0030247 | polysaccharide binding | molecular_function; GO:0048046 | apoplast | cellular_component
Zm00031ab329530,,,Serrate RNA effector molecule,chr7,135711635,135712187,3,GO:0006397 | mRNA processing | biological_process; GO:0016604 | nuclear body | cellular_component; GO:0031053 | primary miRNA processing | biological_process
Zm00018ab332640,,,Methyl binding domain111,chr7,135714026,135717998,4,GO:0003677 | DNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0008270 | zinc ion binding | molecular_function; GO:0019899 | enzyme binding | molecular_function
Zm00036ab326570,,,Transcription factor bHLH130,chr7,135715777,135719872,5,"GO:0000978 | RNA polymerase II cis-regulatory region sequence-specific DNA binding | molecular_function; GO:0000981 | DNA-binding transcription factor activity, RNA polymerase II-specific | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006357 | regulation of transcription by RNA polymerase II | biological_process; GO:0046983 | protein dimerization activity | molecular_function"
Zm00021ab322690,,,Chitinase,chr7,135717905,135719665,20,GO:0000272 | polysaccharide catabolic process | biological_process; GO:0001708 | cell fate specification | biological_process; GO:0004568 | chitinase activity | molecular_function; GO:0005794 | Golgi apparatus | cellular_component; GO:0006032 | chitin catabolic process | biological_process; GO:0006952 | defense response | biological_process; GO:0008061 | chitin binding | molecular_function; GO:0009408 | response to heat | biological_process; GO:0009414 | response to water deprivation | biological_process; GO:0009651 | response to salt stress | biological_process; GO:0009735 | response to cytokinin | biological_process; GO:0009825 | multidimensional cell growth | biological_process; GO:0010053 | root epidermal cell differentiation | biological_process; GO:0010167 | response to nitrate | biological_process; GO:0010337 | regulation of salicylic acid metabolic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016998 | cell wall macromolecule catabolic process | biological_process; GO:0030244 | cellulose biosynthetic process | biological_process; GO:0030247 | polysaccharide binding | molecular_function; GO:0048046 | apoplast | cellular_component
Zm00021ab322700,,,Methyl binding domain111,chr7,135720499,135724932,4,GO:0003677 | DNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0008270 | zinc ion binding | molecular_function; GO:0019899 | enzyme binding | molecular_function
Zm00031ab329550,,,UBX domain-containing protein,chr7,135721503,135723591,1,GO:0016021 | integral component of membrane | cellular_component
Zm00022ab322910,LOC100833205,,Epimerase domain-containing protein,chr7,135724537,135727840,1,"GO:0016616 | oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor | molecular_function"
Zm00028ab325740,,,KID-containing protein,chr7,135726761,135728456,3,GO:0016021 | integral component of membrane | cellular_component; GO:0016301 | kinase activity | molecular_function; GO:0016310 | phosphorylation | biological_process
Zm00025ab329660,,,Cytochrome b561 and DOMON domain-containing protein,chr7,135728109,135730087,3,GO:0004497 | monooxygenase activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0046872 | metal ion binding | molecular_function
